building,code,description,title,days,credits,time,instructor,school,collegeId,department
ARR,MEDEDUC28507,no description available,MHPE Ed Prof Act. 6,-------,6,ARR,,,2,
ARR,MEDEDUC28508,no description available,MHPE Ed Prof Act. 7,-------,6,ARR,,,2,
ARR,MEDEDUC26780,no description available,MHPE Capstone,-------,1.00-9.00,ARR,,,2,
ARR,FAMMED20670,no description available,Ug Fam Med Res,-------,1.00-16.00,ARR,,,2,
ARR,IMMUNO14087,no description available,Grad Ind Research,-------,1.00-8.00,ARR,,,2,
ARR,IMMUNO15596,no description available,Immun Journal Club,--W----,1,12-1PM,Moore,,2,
ARR,IMMUNO18543,no description available,Special Topics,---TH---,2,9-1030AM,"Cascalho, Moore",,2,
ARR,IMMUNO12213,no description available,Pre-Cand Diss,-------,1.00-8.00,ARR,,,2,
ARR,IMMUNO12214,no description available,Diss-Cand,-------,8,ARR,,,2,
ARR,MEDADM12178,no description available,Hum Gr Anat-Ald Sci,-------,8,ARR,,,2,
ARR,MEDADM12179,no description available,Hum Gr Anat-Ald Sci,-------,8,ARR,,,2,
ARR,MICRBIOL22182,no description available,Intro to Research,-------,1.00-8.00,ARR,,,2,
ARR,MICRBIOL12217,no description available,Ug Research,-------,1.00-8.00,ARR,,,2,
3330 MSC1,MICRBIOL18487,no description available,Med Microbio & ID,-T-TH---,3,10-1130AM,"Hanna, Fuller, Eaton",,2,
5623 MSC2,MICRBIOL18025,no description available,Eukaryotic Microbio,-T-TH---,3,1-230PM,Moore,,2,
ARR,MICRBIOL23643,no description available,Dental Microbiol,-------,3,ARR,,,2,
ARR,MICRBIOL12219,no description available,Grad Independ Res,-------,1.00-8.00,ARR,,,2,
ARR,MICRBIOL22918,no description available,Microb Informatics,-------,3,ARR,,,2,
4917 BUHL,MICRBIOL16551,no description available,Exp Genetics Systems,M------,1,1-2PM,Kwan,,2,
5623 MSC2,MICRBIOL20510,no description available,Mole&Cell Immun,M-W----,3,10-1130AM,"Grigorova, Chang",,2,
5623 MSC2,MICRBIOL12220,no description available,Seminar,----F--,1,12-1PM,Young,,2,
ARR,MICRBIOL12221,no description available,Diss-Precand,-------,1.00-8.00,ARR,,,2,
ARR,MICRBIOL12222,no description available,Diss-Cand,-------,8,ARR,,,2,
2218 SEB,NEUROL24603,no description available,Neurobiology of PD,M-W----,3,230-4PM,Leventhal,,2,
ARR,NEUROL28703,no description available,Science of Medicine,-T-TH---,3,11-1230PM,Morgenstern,,2,
ARR,NEUROL12223,no description available,Ug Neurol Res,-------,1.00-16.00,ARR,,,2,
ARR,NEUROL12224,no description available,Clinical Research,-------,2.00-8.00,ARR,,,2,
ARR,NEUROL12225,no description available,Research,-------,1.00-4.00,ARR,,,2,
ARR,NEUROL12226,no description available,Research,-------,1.00-4.00,ARR,,,2,
4151 USB,NEUROSCI24690,no description available,Human Neuroanatomy,-T-TH---,4,10-1130AM,"Altschuler, Sullivan",,2,
4151 USB,NEUROSCI23137,no description available,Hum Neuroanat I,-T-TH---,3,10-1130AM,"Altschuler, Sullivan",,2,
2733 FSSC,NEUROSCI23138,no description available,Hum Neuroanat II,M------,2,9-12PM,"Sullivan, Altschuler",,2,
4130 USB,NEUROSCI12227,no description available,Principles Neuro I,-T-TH---,3,1-3PM,Seasholtz,,2,
4130 USB,NEUROSCI12227,no description available,Principles Neuro I,M------,3,1-3PM,,,2,
ARR,NEUROSCI12228,no description available,Neurochem/Neuropharm,-------,1,ARR,,,2,
ARR,NEUROSCI17707,no description available,Neural Development,-------,1,ARR,,,2,
ARR,NEUROSCI12229,no description available,Circuits/Comp NS,-------,1,ARR,,,2,
ARR,NEUROSCI16065,no description available,Molecular Neuro Lab,MTWTHF--,3,7-8AM,"Murphy, Thompson, Sutton",,2,
1230 USB,NEUROSCI12230,no description available,Neurosci Sem,M------,1.00-2.00,4-6PM,Stuenkel,,2,
ARR,NEUROSCI20500,no description available,Neurosci Sem,-------,1.00-2.00,ARR,Carter-Su,,2,
ARR,NEUROSCI22113,no description available,Neurosci Sem,-------,1.00-2.00,ARR,Pletcher,,2,
4130 USB,NEUROSCI12231,no description available,Special Topics,M-W-F--,1.00-3.00,10-11AM,,,2,
4130 USB,NEUROSCI12232,no description available,Readings:Sensory,--W----,1.00-3.00,12-2PM,,,2,
ARR,NEUROSCI12233,no description available,Readings:Devlpmntal,-------,1.00-3.00,ARR,,,2,
ARR,NEUROSCI12234,no description available,Readings:Integrative,--W----,1.00-3.00,12-1PM,Mashour,,2,
ARR,NEUROSCI23646,no description available,Readings:Integrative,-------,1.00-3.00,ARR,,,2,
ARR,NEUROSCI12235,no description available,Neurosci Res Method,-------,1.00-9.00,ARR,,,2,
ARR,NEUROSCI12236,no description available,Neurosci Res Method,-------,1.00-9.00,ARR,,,2,
ARR,NEUROSCI12237,no description available,Diss-Precand,-------,1.00-8.00,ARR,,,2,
ARR,NEUROSCI12238,no description available,Diss-Cand,-------,8,ARR,,,2,
ARR,NEUSURG24008,no description available,UG Neurosurg Res,-------,1.00-16.00,ARR,,,2,
ARR,OBSTGYN12239,no description available,U G Ob-Gyn Research,-------,1.00-16.00,ARR,,,2,
ARR,OBSTGYN12240,no description available,Clinical Research,-------,2.00-8.00,ARR,,,2,
ARR,OPHTH12241,no description available,U G Ophthy Research,-------,1.00-16.00,ARR,,,2,
ARR,OPHTH12242,no description available,Clinical Research,-------,2.00-8.00,ARR,,,2,
ARR,OPHTH12243,no description available,Embryology,-------,1.00-4.00,ARR,,,2,
ARR,OPHTH22716,no description available,Visual Science,-------,1,ARR,"Fort, Abcouwer",,2,
ARR,OPHTH12244,no description available,Refract-Musc Balanc,-------,1.00-4.00,ARR,,,2,
ARR,OPHTH12245,no description available,Instruments,-------,1.00-4.00,ARR,,,2,
ARR,OPHTH12246,no description available,Medical,-------,1.00-4.00,ARR,,,2,
ARR,OPHTH12247,no description available,Surgery,-------,1.00-4.00,ARR,,,2,
ARR,OPHTH12249,no description available,Ocular Pharmacology,-------,1,ARR,,,2,
ARR,OPHTH12250,no description available,Spec Path Eye,-------,1,ARR,,,2,
ARR,OTO12251,no description available,U G Oto Research,-------,1.00-16.00,ARR,,,2,
ARR,OTO12252,no description available,Clinical Research,-------,2.00-8.00,ARR,,,2,
ARR,PATH17710,no description available,Clinical Research,-------,2.00-6.00,ARR,,,2,
ARR,PATH12253,no description available,Curr Topics Mol Path,M-W----,2,3-415PM,Dressler,,2,
ARR,PATH21393,no description available,Prep Biomed Manu,-------,1,ARR,,,2,
ARR,PATH12254,no description available,Non-Diss Research,-------,1.00-8.00,ARR,,,2,
ARR,PATH12255,no description available,Ind Ug Research,-------,1.00-9.00,ARR,,,2,
4234 MSC1,PATH12256,no description available,Res Colloq Exp Path,---TH---,1,4-5PM,Dou,,2,
ARR,PATH12257,no description available,Spec Path Eye,-------,1,ARR,,,2,
ARR,PATH12258,no description available,Neuropathology,-T-----,1,630-830PM,,,2,
4234 MSC1,PATH26320,no description available,Transl Path,-T-----,1,8-9AM,"Nikolovska-Coleska, Wilson",,2,
ARR,PATH12259,no description available,Research in Path,-------,1.00-6.00,ARR,,,2,
ARR,PATH12260,no description available,Pre-Cand Diss Res,-------,1.00-8.00,ARR,,,2,
ARR,PATH12261,no description available,Cand Diss Research,-------,8,ARR,,,2,
ARR,PEDIAT12262,no description available,U G Peds Research,-------,1.00-16.00,ARR,,,2,
ARR,PEDIAT33257,no description available,U G Peds Research,-------,1.00-16.00,ARR,Russell,,2,
ARR,PEDIAT12263,no description available,Clinical Research,-------,2.00-8.00,ARR,,,2,
ARR,PHRMACOL19852,no description available,Phrmacol & Therapeut,-T-TH---,4,2-4PM,"Maybaum, Iniguez-Lluhi, Anand, Canman, Ferrario",,2,
ARR,PHRMACOL23760,no description available,Neuro Pharm UG Res,-------,1.00-3.00,ARR,,,2,
ARR,PHRMACOL23761,no description available,Neuro Pharm UG Res,-------,1.00-3.00,ARR,,,2,
1250 USB,PHRMACOL19455,no description available,Chemical Biology I,M-W-F--,3,8-9AM,"Palfey, Mapp, Martin, Sturlis",,2,
ARR,PHRMACOL24775,no description available,Intr Sci Comm,---TH---,2,1-3PM,"Isom, Osawa, Tesmer, Ragsdale, Offord, Wong, Jenkins, Ono, Spindler, Brenner, Holinstat, Nelson",,2,
7745 MSC2,PHRMACOL14525,no description available,Signal Transduction,-T-----,2,2-4PM,"Yin, Xu, Mortensen, Rui",,2,
ARR,PHRMACOL12264,no description available,Independent Study,-------,1.00-8.00,ARR,,,2,
ARR,PHRMACOL24792,no description available,Quant Prin Pharm,M-W-F--,3,9-10AM,"Iniguez-Lluhi, Maybaum, Osawa, Fisher, Beg, Schramm",,2,
2062 PALM,PHRMACOL29426,no description available,Protein Crystallogra,-T-TH---,3,230-4PM,,,2,
ARR,PHRMACOL28673,no description available,Practical Statistics,--W----,1,2-330PM,"Jutkiewicz, Iniguez-Lluhi",,2,
ARR,PHRMACOL29440,no description available,Collab Proj Phrm Sci,-------,1,ARR,"Gnegy, Osawa",,2,
ARR,PHRMACOL22128,no description available,MS Degree Research,-------,1.00-8.00,ARR,,,2,
ARR,PHRMACOL25769,no description available,Sem Autonomic Pharm,-T-TH---,2,130-330PM,Holz,,2,
4151 USB,PHRMACOL24547,no description available,Business of Biology,M-W----,2.25,830-10AM,Canter,,2,
ARR,PHRMACOL24547,no description available,Business of Biology,---TH---,2.25,530-8PM,,,2,
ARR,PHRMACOL24547,no description available,Business of Biology,---TH---,2.25,530-8PM,,,2,
ARR,PHRMACOL24547,no description available,Business of Biology,---TH---,2.25,530-8PM,,,2,
ARR,PHRMACOL24012,no description available,Drug Disc & Ther,---TH---,2,10-12PM,"Shewach, Kaplan, Baker, Athey, Spino, Canter, Groppi, Laventhal, Michmerhuizen",,2,
ARR,PHRMACOL24013,no description available,Translational Res,-T-----,2,10-12PM,"Shewach, Kaplan, Athey, Bartlett, Galban, Holinstat, Weatherwax, Groppi, Laventhal, Pilz, Shayman, Tremper, Hayes",,2,
ARR,PHRMACOL24668,no description available,Transl Sci Journal,----F--,1,10-11AM,Shewach,,2,
ARR,PHRMACOL24790,no description available,Drug Dev & Jrnl Club,---TH---,3,10-12PM,Shewach,,2,
ARR,PHRMACOL24790,no description available,Drug Dev & Jrnl Club,----F--,3,10-11AM,,,2,
ARR,PHRMACOL24791,no description available,Top Trans Res&JClub,-T-----,3,10-12PM,Shewach,,2,
ARR,PHRMACOL24791,no description available,Top Trans Res&JClub,----F--,3,10-11AM,,,2,
1123 SPH2,PHRMACOL29024,no description available,Intro Transl Sci,M------,2,3-5PM,"Shewach, Clauw",,2,
ARR,PHRMACOL12265,no description available,Special Topics,----F--,0.50-1.00,12-1PM,"Fisher, Osawa",,2,
ARR,PHRMACOL20279,no description available,Special Topics,----F--,0.50-1.00,12-1PM,"Traynor, Fisher",,2,
ARR,PHRMACOL12266,no description available,Diss-Precand,-------,1.00-8.00,ARR,,,2,
ARR,PHRMACOL12267,no description available,Diss-Cand,-------,8,ARR,,,2,
ARR,PMR12268,no description available,Undergrad Research,-------,1.00-6.00,ARR,,,2,
MOTT,PMR12269,no description available,Disab&Rehab Methods,M---F--,2.00-4.00,9-1030AM,Hurvitz,,2,
ARR,PMR12270,no description available,Eng&Tec Cln Interns,-------,8,ARR,,,2,
3401 MH,PMR22309,no description available,Disability Studies,-T-----,1.00-3.00,1-3PM,Kuppers,,2,
ARR,PMR29239,no description available,Special Topics,-------,1.00-8.00,ARR,,,2,
ARR,PMR26456,no description available,Clinical Research,-------,1.00-8.00,ARR,,,2,
ARR,PHYSIOL12271,no description available,Human Physiol,M-W-F--,4,1230-2PM,Rust,,2,
ARR,PHYSIOL12272,no description available,Human Physiol,----F--,4,11-12PM,"Rust, Torrente Quintero",,2,
ARR,PHYSIOL12273,no description available,Human Physiol,---TH---,4,9-10AM,"Rust, Stevenson",,2,
ARR,PHYSIOL12274,no description available,Human Physiol,---TH---,4,9-10AM,"Rust, Swift",,2,
ARR,PHYSIOL12275,no description available,Human Physiol,---TH---,4,4-5PM,"Rust, Bagchi",,2,
ARR,PHYSIOL12276,no description available,Human Physiol,----F--,4,11-12PM,"Rust, Schaefer",,2,
ARR,PHYSIOL14664,no description available,Human Physiol,---TH---,4,4-5PM,"Rust, Larkin",,2,
ARR,PHYSIOL17034,no description available,Human Physiol,----F--,4,11-12PM,Rust,,2,
ARR,PHYSIOL17539,no description available,Human Physiol,---TH---,4,4-5PM,Rust,,2,
ARR,PHYSIOL12277,no description available,Problems,-------,1.00-4.00,ARR,,,2,
ARR,PHYSIOL21956,no description available,Hum Physiol Lab,-T-----,2,10-1PM,Houchin,,2,
ARR,PHYSIOL21957,no description available,Hum Physiol Lab,-T-----,2,130-430PM,Houchin,,2,
ARR,PHYSIOL22893,no description available,Hum Physiol Lab,--W----,2,10-1PM,Houchin,,2,
ARR,PHYSIOL21958,no description available,Hum Physiol Lab,---TH---,2,1-4PM,Houchin,,2,
ARR,PHYSIOL22908,no description available,Hum Physiol Lab,-------,2,ARR,Houchin,,2,
ARR,PHYSIOL12278,no description available,Research Problems,-------,1.00-4.00,ARR,,,2,
ARR,PHYSIOL32265,no description available,Extreme Physiology,-T-TH---,3,10-1130AM,Oakley,,2,
ARR,PHYSIOL20846,no description available,Human Physiology,M-W-F--,4,830-10AM,Houchin,,2,
ARR,PHYSIOL26620,no description available,Physiol Lab,---TH---,2,10-1PM,Houchin,,2,
ARR,PHYSIOL32266,no description available,Extreme Physiology,-T-TH---,3,10-1130AM,Oakley,,2,
1571 GGBL,PHYSIOL12280,no description available,Quantitative Physiol,M-W----,4,130-330PM,"Grotberg, Brooks Herzog, Kozloff, Westfall, Leventhal, Stacey, Rowley",,2,
7745 MSC2,PHYSIOL30473,no description available,Signal Transduction,M-W-F--,1,10-11AM,Carter-Su,,2,
7745 MSC2,PHYSIOL30476,no description available,Membrane&Cell Phys,M-W-F--,2,10-11AM,Lopatin,,2,
7745 MSC2,PHYSIOL14526,no description available,Signal Transduction,-T-----,2,2-4PM,"Yin, Xu, Mortensen, Rui",,2,
ARR,PHYSIOL29101,no description available,Grad Ind Research,-------,1.00-8.00,ARR,,,2,
ARR,PHYSIOL12281,no description available,Meth Res Physiology,-------,2.00-6.00,ARR,,,2,
ARR,PHYSIOL12282,no description available,Meth Res Physiology,-------,2.00-6.00,ARR,,,2,
ARR,PHYSIOL22121,no description available,MS Seminar Physiol,-------,1,ARR,"Oakley, Rust",,2,
ARR,PHYSIOL12283,no description available,Current Topics,M------,1,4-5PM,"Moenter, Shah, Boggs, Yin",,2,
ARR,PHYSIOL12284,no description available,Tech Phys Instructn,-------,2,ARR,Rust,,2,
ARR,PHYSIOL12285,no description available,Tech Phys Instructn,-------,2,ARR,Rust,,2,
ARR,PHYSIOL12286,no description available,Direct Reading-Phys,-------,1.00-4.00,ARR,,,2,
ARR,PHYSIOL22171,no description available,Physio MS Res Proj,-------,3.00-8.00,ARR,,,2,
ARR,PHYSIOL25285,no description available,Animl Modls-Bio Res,-------,2,ARR,Michele,,2,
ARR,PHYSIOL12287,no description available,Diss-Precand,-------,1.00-8.00,ARR,,,2,
ARR,PHYSIOL12288,no description available,Diss-Cand,-------,8,ARR,,,2,
ARR,MEDPREP26750,no description available,Fnds Physicians - 1,--W----,1,5-7PM,Wishart,,2,
ARR,MEDPREP26447,no description available,Fnds Physicians -III,--W----,1,5-7PM,Wishart,,2,
ARR,MEDPREP32016,no description available,Science of Medicine,-T-TH---,3,11-1230PM,Morgenstern,,2,
ARR,PSYCHIAT12289,no description available,U G Psychiat Res,-------,1.00-16.00,ARR,,,2,
ARR,PSYCHIAT12290,no description available,Clinical Research,-------,2.00-8.00,ARR,,,2,
ARR,RADONCO12291,no description available,Clinical Research,-------,4.00-6.00,ARR,,,2,
ARR,SURGERY12292,no description available,Ug Surgery Research,-------,1.00-16.00,ARR,,,2,
ARR,SURGERY12293,no description available,Clinical Research,-------,2.00-8.00,ARR,,,2,
DANCE STUDIO A,DANCE20963,no description available,Intro to Dance,M-W----,1,9-10AM,Foust,,2,
DANCE STUDIO B,DANCE21655,no description available,Intro to Dance,M-W----,1,9-10AM,Bascom,,2,
DANCE STUDIO D,DANCE20964,no description available,Intro to Dance,M-W----,1,9-10AM,Reehorst,,2,
DANCE STUDIO A,DANCE20965,no description available,Intro to Dance,M-W----,1,10-11AM,Wilson,,2,
DANCE STUDIO B,DANCE20966,no description available,Intro to Dance,M-W----,1,10-11AM,Torralba,,2,
DANCE STUDIO D,DANCE20967,no description available,Intro to Dance,M-W----,1,10-11AM,Beck,,2,
DANCE STUDIO B,DANCE20968,no description available,Intro to Dance,M-W----,1,11-12PM,Torralba,,2,
DANCE STUDIO B,DANCE20969,no description available,Intro to Dance,-T-TH---,1,9-10AM,Hirina,,2,
DANCE STUDIO A,DANCE20970,no description available,Intro to Dance,-T-TH---,1,4-6PM,Torijano,,2,
DANCE STUDIO B,DANCE20971,no description available,Intro to Dance,-T-TH---,1,4-5PM,Schiff,,2,
DANCE STUDIO A,DANCE21964,no description available,Intro to Dance,-T-TH---,1,9-10AM,Evangelista,,2,
DANCE STUDIO B,DANCE21965,no description available,Intro to Dance,----F--,1,12-2PM,Schiff,,2,
DANCE STUDIO B,DANCE26291,no description available,Intro to Dance,----F--,1,2-4PM,Evangelista,,2,
DANCE STUDIO A,DANCE21003,no description available,Modern Dance I,-T-TH---,1,12-2PM,Chavasse,,2,
DANCE STUDIO A,DANCE20972,no description available,Modern Dance I,M------,1,12-2PM,Sparling,,2,
DANCE STUDIO B,DANCE20972,no description available,Modern Dance I,--W----,1,12-2PM,,,2,
DANCE STUDIO D,DANCE20974,no description available,Ballet I,-T-TH---,1,10-12PM,Rice,,2,
DANCE STUDIO B,DANCE29095,no description available,Ballet I,-T-TH---,1,10-12PM,Jelinkova,,2,
DANCE STUDIO B,DANCE20973,no description available,Ballet I,M------,1,2-4PM,Rice,,2,
DANCE STUDIO D,DANCE20973,no description available,Ballet I,--W----,1,2-4PM,,,2,
DANCE STUDIO A,DANCE20980,no description available,Freshman Repertory,M------,1,4-6PM,Torijano,,2,
DANCE STUDIO B,DANCE20980,no description available,Freshman Repertory,--W----,1,4-5PM,,,2,
DANCE STUDIO B,DANCE20981,no description available,Freshman Repertory,M------,1,4-6PM,Beck,,2,
DANCE STUDIO A,DANCE20981,no description available,Freshman Repertory,--W----,1,4-6PM,,,2,
DANCE STUDIO A,DANCE20982,no description available,Freshman Repertory,----F--,1,4-5PM,Hopper,,2,
DANCE STUDIO A,DANCE29286,no description available,Freshman Repertory,----F--,1,5-6PM,Hopper,,2,
DANCE STUDIO A,DANCE20599,no description available,Dance Laboratory,----F--,1,12-2PM,Deyoung Jr,,2,
DANCE STUDIO D,DANCE20600,no description available,Dance Laboratory,----F--,1,12-2PM,West,,2,
DANCE STUDIO A,DANCE20601,no description available,Dance Laboratory,----F--,1,2-4PM,Jamison,,2,
DANCE STUDIO D,DANCE20958,no description available,Dance Laboratory,----F--,1,2-4PM,Wilson,,2,
DANCE STUDIO A,DANCE21002,no description available,Dance Comp 1,-T-----,2,2-4PM,Fogel,,2,
DANCE STUDIO D,DANCE21002,no description available,Dance Comp 1,---TH---,2,2-4PM,,,2,
3100 OBL,DANCE20977,no description available,Anat & Kines,-T-TH---,3,830-10AM,Whyatt,,2,
DANCE STUDIO A,DANCE13243,no description available,Modern Dance II,-T-TH---,1,12-2PM,Chavasse,,2,
DANCE STUDIO B,DANCE20975,no description available,Modern Dance II,M------,1,12-2PM,,,2,
DANCE STUDIO A,DANCE20975,no description available,Modern Dance II,--W----,1,12-2PM,,,2,
DANCE STUDIO D,DANCE21061,no description available,Ballet II,-T-TH---,1,10-12PM,Rice,,2,
ARR,DANCE31781,no description available,Ballet II,-T-TH---,1,10-12PM,Jelinkova,,2,
DANCE STUDIO D,DANCE21001,no description available,Ballet II,M------,1,2-4PM,Beck,,2,
DANCE STUDIO B,DANCE21001,no description available,Ballet II,--W----,1,2-4PM,,,2,
DANCE STUDIO A,DANCE20983,no description available,Sophomore Repertory,M------,1,4-6PM,Torijano,,2,
DANCE STUDIO B,DANCE20983,no description available,Sophomore Repertory,--W----,1,4-5PM,,,2,
DANCE STUDIO B,DANCE20984,no description available,Sophomore Repertory,M------,1,4-6PM,Beck,,2,
DANCE STUDIO A,DANCE20984,no description available,Sophomore Repertory,--W----,1,4-6PM,,,2,
DANCE STUDIO A,DANCE20985,no description available,Sophomore Repertory,----F--,1,4-5PM,Hopper,,2,
DANCE STUDIO A,DANCE29290,no description available,Sophomore Repertory,----F--,1,5-6PM,Hopper,,2,
DANCE STUDIO A,DANCE20602,no description available,Dance Laboratory,----F--,1,12-2PM,Deyoung Jr,,2,
DANCE STUDIO D,DANCE20603,no description available,Dance Laboratory,----F--,1,12-2PM,West,,2,
DANCE STUDIO A,DANCE20604,no description available,Dance Laboratory,----F--,1,2-4PM,Jamison,,2,
DANCE STUDIO D,DANCE20959,no description available,Dance Laboratory,----F--,1,2-4PM,Wilson,,2,
DANCE STUDIO D,DANCE20996,no description available,Dance Comp 3,-T-----,2,2-4PM,Torijano,,2,
DANCE STUDIO A,DANCE20996,no description available,Dance Comp 3,---TH---,2,2-4PM,,,2,
B834 EQ,DANCE18868,no description available,Art of Dance,M-W----,3,10-1130AM,Genne,,2,
DANCE STUDIO C,DANCE32832,no description available,Int Music Move,M-W----,2,10-12PM,Matijas-Mecca,,2,
DANCE STUDIO D,DANCE20995,no description available,Congolese 1,-T-TH---,1,4-530PM,Biza,,2,
DANCE STUDIO D,DANCE21000,no description available,Congolese 1,----F--,1,6-830PM,Biza,,2,
706 BMT,DANCE31793,no description available,Sophomore Seminar,---TH---,2,430-630PM,Croft,,2,
DANCE STUDIO D,DANCE31789,no description available,Modern Dance III,-T-TH---,1,12-2PM,Hopper,,2,
DANCE STUDIO A,DANCE20978,no description available,Modern Dance III,M-W----,1,2-4PM,Deyoung Jr,,2,
DANCE STUDIO D,DANCE21004,no description available,Ballet III,-T-TH---,1,830-10AM,Rice,,2,
DANCE STUDIO D,DANCE21062,no description available,Ballet III,M-W----,1,12-2PM,West,,2,
DANCE STUDIO A,DANCE20987,no description available,Junior Repertory,M------,1,4-6PM,Torijano,,2,
DANCE STUDIO B,DANCE20987,no description available,Junior Repertory,--W----,1,4-5PM,,,2,
DANCE STUDIO B,DANCE20988,no description available,Junior Repertory,M------,1,4-6PM,Beck,,2,
DANCE STUDIO A,DANCE20988,no description available,Junior Repertory,--W----,1,4-6PM,,,2,
DANCE STUDIO A,DANCE20989,no description available,Junior Repertory,----F--,1,4-5PM,Hopper,,2,
DANCE STUDIO A,DANCE29294,no description available,Junior Repertory,----F--,1,5-6PM,Hopper,,2,
DANCE STUDIO A,DANCE20605,no description available,Dance Laboratory,----F--,1,12-2PM,Deyoung Jr,,2,
DANCE STUDIO D,DANCE20606,no description available,Dance Laboratory,----F--,1,12-2PM,West,,2,
DANCE STUDIO A,DANCE20607,no description available,Dance Laboratory,----F--,1,2-4PM,Jamison,,2,
DANCE STUDIO D,DANCE20960,no description available,Dance Laboratory,----F--,1,2-4PM,Wilson,,2,
DANCE STUDIO A,DANCE20994,no description available,DRA,M------,2,6-8PM,"Deyoung Jr, Cole, Rush",,2,
DANCE STUDIO B,DANCE20994,no description available,DRA,M------,2,6-8PM,,,2,
DANCE STUDIO C,DANCE20994,no description available,DRA,M------,2,6-8PM,,,2,
DANCE STUDIO D,DANCE20994,no description available,DRA,M------,2,6-8PM,,,2,
DANCE STUDIO B,DANCE23594,no description available,Dance Culture,-T-TH---,1.00-3.00,12-2PM,Kane,,2,
ARR,DANCE31790,no description available,Modern Dance IV,-T-TH---,1,12-2PM,Hopper,,2,
DANCE STUDIO A,DANCE20979,no description available,Modern Dance IV,M-W----,1,2-4PM,Deyoung Jr,,2,
ARR,DANCE21656,no description available,PTSI/UM Tech,-------,1.00-2.00,ARR,Matijas-Mecca,,2,
DANCE STUDIO D,DANCE21060,no description available,Ballet IV,-T-TH---,1,830-10AM,Rice,,2,
DANCE STUDIO D,DANCE21063,no description available,Ballet IV,M-W----,1,12-2PM,West,,2,
DANCE STUDIO A,DANCE20991,no description available,Senior Repertory,M------,1,4-6PM,Torijano,,2,
DANCE STUDIO B,DANCE20991,no description available,Senior Repertory,--W----,1,4-5PM,,,2,
DANCE STUDIO B,DANCE20992,no description available,Senior Repertory,M------,1,4-6PM,Beck,,2,
DANCE STUDIO A,DANCE20992,no description available,Senior Repertory,--W----,1,4-6PM,,,2,
DANCE STUDIO A,DANCE20993,no description available,Senior Repertory,----F--,1,4-5PM,Hopper,,2,
DANCE STUDIO A,DANCE29298,no description available,Senior Repertory,----F--,1,5-6PM,Hopper,,2,
ARR,DANCE21657,no description available,Taylor Repertory,-------,1,ARR,Matijas-Mecca,,2,
DANCE STUDIO A,DANCE20608,no description available,Dance Laboratory,----F--,1,12-2PM,Deyoung Jr,,2,
DANCE STUDIO D,DANCE20609,no description available,Dance Laboratory,----F--,1,12-2PM,West,,2,
DANCE STUDIO A,DANCE20610,no description available,Dance Laboratory,----F--,1,2-4PM,Jamison,,2,
DANCE STUDIO D,DANCE20961,no description available,Dance Laboratory,----F--,1,2-4PM,Wilson,,2,
DANCE STUDIO C,DANCE31794,no description available,Dramaturgy,--W----,3,12-2PM,Croft,,2,
3219 SM,DANCE28488,no description available,Accomp Mvmt,-T-TH---,3,830-10AM,Matijas-Mecca,,2,
ARR,DANCE28488,no description available,Accomp Mvmt,--W----,3,9-11AM,,,2,
ARR,DANCE20976,no description available,Teaching Methods,M-W----,3,10-12PM,Wilson,,2,
ARR,DANCE20997,no description available,Senior Seminar,----F--,2,10-12PM,Hoskins,,2,
DANCE STUDIO C,DANCE31990,no description available,Senior Concert,M------,4,9-10AM,Cole,,2,
DANCE STUDIO C,DANCE28621,no description available,Senior Concert,-T-----,4,9-10AM,Cole,,2,
ARR,DANCE20999,no description available,Independent Study,-------,1.00-3.00,ARR,,,2,
ARR,DANCE21045,no description available,Independent Study,-------,1.00-3.00,ARR,Cole,,2,
ARR,DANCE21059,no description available,Independent Study,-------,1.00-3.00,ARR,Rush,,2,
ARR,DANCE21057,no description available,Independent Study,-------,1.00-3.00,ARR,Wilson,,2,
ARR,DANCE21054,no description available,Independent Study,-------,1.00-3.00,ARR,Whyatt,,2,
ARR,DANCE21055,no description available,Independent Study,-------,1.00-3.00,ARR,Beck,,2,
ARR,DANCE21053,no description available,Independent Study,-------,1.00-3.00,ARR,Rice,,2,
ARR,DANCE21047,no description available,Independent Study,-------,1.00-3.00,ARR,Kane,,2,
ARR,DANCE21050,no description available,Independent Study,-------,1.00-3.00,ARR,Biza,,2,
ARR,DANCE21051,no description available,Independent Study,-------,1.00-3.00,ARR,Matijas-Mecca,,2,
ARR,DANCE21046,no description available,Independent Study,-------,1.00-3.00,ARR,Chavasse,,2,
ARR,DANCE21058,no description available,Independent Study,-------,1.00-3.00,ARR,Torijano,,2,
ARR,DANCE21052,no description available,Independent Study,-------,1.00-3.00,ARR,Fogel,,2,
ARR,DANCE21048,no description available,Independent Study,-------,1.00-3.00,ARR,Genne,,2,
ARR,DANCE21056,no description available,Independent Study,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE21049,no description available,Independent Study,-------,1.00-3.00,ARR,Deyoung Jr,,2,
ARR,DANCE25280,no description available,Independent Study,-------,1.00-3.00,ARR,Croft,,2,
ARR,DANCE20998,no description available,Field Experience,-------,1.00-3.00,ARR,Sparling,,2,
ARR,DANCE21369,no description available,Field Experience,-------,1.00-3.00,ARR,Chavasse,,2,
ARR,DANCE21370,no description available,Field Experience,-------,1.00-3.00,ARR,Cole,,2,
ARR,DANCE21371,no description available,Field Experience,-------,1.00-3.00,ARR,Deyoung Jr,,2,
